text,label,language,scam_type
Room available in SG. Pay SGD 100 deposit immediately. Confirm your details to avoid disruption.,1,en,rental
உங்கள் POSB கணக்கில் சந்தேகத்திற்குரிய அணுகல் முயற்சி கண்டறியப்பட்டது. நள்ளிரவுக்கு முன் பதிலளிக்கவும்.,1,ta,phishing
"Pinjaman berlesen, pinjaman SGD 500, faedah rendah, kegagalan bertindak akan mengakibatkan penutupan kekal.",1,ms,loan
你的CPF PayNow访问需要重新验证.,1,zh,bank_impersonation
Donate SGD 750 to help disaster victims. This is your final notice.,1,en,charity
You are selected for a SGD 2000 cash prize. Verify immediately.,1,en,prize
Bilik yang tersedia di SG. Bayar deposit SGD 150 segera.,1,ms,rental
"Wah Maybank say got unauthorised withdrawal, must confirm now.",1,singlish,parcel_delivery
"It's me, in trouble. Need SGD 150 now. Will repay tomorrow. Contact support immediately.",1,en,fake_friend
வாழ்த்துக்கள். SGD 100 பரிசு உங்களுக்காக காத்திருக்கிறது. உங்கள் அணுகல் திரும்பப் பெறப்படும்.,1,ta,prize
விலைக்கு மலிவான ஒப்பந்தம் கிடைக்கிறது. பொருளை பாதுகாக்க SGD 50 இப்போது செலுத்துங்கள். தண்டனை தவிர்க்க இப்போது பதில்.,1,ta,ecommerce
New number. Family emergency. Transfer SGD 3000 via WeChat. Immediate action required.,1,en,fake_friend
"Room very cheap in Ang Mo Kio, pay deposit SGD 3000 first.",1,singlish,job_scam
"家庭紧急情况,通过微信转移50SGD.",1,zh,fake_friend
ஃபிளாஷ் விற்பனை இன்று இரவு முடிகிறது. விலை பூட்டுவதற்கு SGD 100 செலுத்துங்கள். உடனடியாக செயல்படுங்கள்.,1,ta,ecommerce
பஸ்ஸை அனுப்புநரிடம் திருப்பி அனுப்புங்கள். முகவரியை புதுப்பித்து SGD 1000 செலுத்துங்கள். 24 மணி நேரத்திற்குள் பதிலளிக்கவும்.,1,ta,parcel_delivery
ஆன்லைன் வேலை கிடைக்கிறது. SGD 50 மணி நேர ஊதியம் உத்தரவாதம். இது உங்கள் இறுதி அறிவிப்பு.,1,ta,job_scam
Suspicious payment detected on your Citibank account. Reply now to avoid penalty.,1,en,phishing
"Your parcel stuck leh, need SGD 300 to release.",1,singlish,phishing
Urgent security alert from HSBC. Confirm your details now. Your account will be terminated.,1,en,phishing
Limited slots for high-yield fund. Minimum SGD 2000. Failure to act will result in permanent closure.,1,en,investment
"SGD 150 உடன் தொடங்கி, வாரந்தோறும் பாசிவ் வருமானம் ஈட்டவும். பதிலளிக்காவிட்டால் சட்ட நடவடிக்கைகள் எடுக்கப்படும்.",1,ta,investment
"Your Maybank kena suspended sia, must verify before midnight.",1,singlish,rental
டெலிவரி தோல்வியடைந்தது. உங்கள் தொகுப்பை விடுவிக்க SGD 150 செலுத்துங்கள். உங்கள் கணக்கு முடக்கப்படும்.,1,ta,parcel_delivery
"Saya dalam masalah, perlukan SGD 300 sekarang, akan bayar esok, balas sebelum tengah malam.",1,ms,fake_friend
HSBC security team detected unauthorised access. This is your final notice.,1,en,bank_impersonation
"Permohonan pinjaman peribadi SGD 200, terima sekarang, balas dalam masa 24 jam.",1,ms,loan
"Pinjaman murah, transfer SGD 250 bayaran tempahan sekarang untuk tempahan.",1,ms,rental
"投资3000SGD,30天内翻一番.",1,zh,investment
Urgent relief fund. SGD 750 donation needed today. Do not ignore this message.,1,en,charity
நீங்கள் ஒரு அதிர்ஷ்டம் டிராவில் SGD 5000 வென்றீர்கள். இப்போது கோரிக்கை. இந்த செய்தியை புறக்கணிக்க வேண்டாம்.,1,ta,prize
உங்கள் HSBC மொபைல் பயன்பாடு மறு சரிபார்ப்பு தேவை. உங்கள் கணக்கு முடக்கப்படும்.,1,ta,bank_impersonation
"வணக்கம், எண் மாற்றப்பட்டது. நான். SGD 2000 உடனடியாக மாற்றவும். உடனடியாக செயல்பட.",1,ta,fake_friend
房东需要通过信号存款1500SGD.,1,zh,rental
மலிவான வாடகை. முன்பதிவு கட்டணம் 100 SGD இப்போது முன்பதிவு செய்ய மாற்றவும். உடனடியாக ஆதரவு தொடர்பு.,1,ta,rental
Cancer patient needs SGD 100 for treatment. Respond before midnight.,1,en,charity
"வணக்கம் அம்மா, நான். வெளிநாடுகளில் சிக்கி இருக்கிறேன். SGD 150 அனுப்புங்கள். தண்டனை தவிர்க்க இப்போது பதில்.",1,ta,fake_friend
Sumbangkan SGD 5000 melalui Line. Akaun anda akan dihentikan.,1,ms,charity
"Bro I need SGD 150 urgently, lost wallet liao, help first.",1,singlish,parcel_delivery
Crypto scheme guarantees SGD 300 returns weekly. Confirm your details to avoid disruption.,1,en,investment
"வணக்கம், எண் மாற்றப்பட்டது. நான். உடனடியாக SGD 250 ஐ மாற்றவும். பதிலளிக்காவிட்டால் சட்ட நடவடிக்கைகள் ஏற்படும்.",1,ta,fake_friend
"你的PayNow账户将被结,除非你验证.",1,zh,bank_impersonation
"紧急安全警报,请确认您的详细信息.",1,zh,phishing
"您的包裹无法交付,请支付1500SGD的费用,",1,zh,parcel_delivery
உங்கள் மேபேங்க் கணக்கில் சந்தேகத்திற்குரிய பரிமாற்றம் கண்டறியப்பட்டது. உடனடி நடவடிக்கை தேவை.,1,ta,phishing
"Saya dalam masalah, perlukan SGD 3000 sekarang, akan membayar balik esok.",1,ms,fake_friend
Limited stock sale. Transfer SGD 300 immediately. Reply now to avoid penalty.,1,en,ecommerce
"Perintah dipastikan, bayar setoran SGD 150 untuk melepaskan barang.",1,ms,ecommerce
"Food bank need help lah, SGD 2000 donation urgent.",1,singlish,bank_impersonation
"Wah Citibank say got unauthorised login, must confirm now.",1,singlish,loan
"Landlord say transfer SGD 1500 by tonight, or give to others.",1,singlish,fake_friend
டெலிகிராம் வழியாக 500 SGD டெபாசிட் தேவை. நள்ளிரவுக்கு முன் பதில்.,1,ta,rental
"Work from home lah, earn SGD 500 weekly, very easy one.",1,singlish,charity
Invest SGD 300 and double your money in 30 days. Verify immediately.,1,en,investment
"Got easy job one, earn SGD 200 per session sia.",1,singlish,bank_impersonation
Tiada pinjaman cek kredit yang tersedia. Dapatkan SGD 2000 hari ini. Ini pemberitahuan terakhir anda.,1,ms,loan
Your Citibank account has been locked. Click the link to resolve.,1,en,phishing
Skim Crypto menjamin pulangan SGD 1500 setiap minggu. Jangan mengabaikan mesej ini.,1,ms,investment
Earn SGD 300 per session working from home. Confirm your details to avoid disruption.,1,en,job_scam
Aplikasi mudah alih UOB anda memerlukan pengesahan semula.,1,ms,bank_impersonation
Your parcel cannot be delivered. Pay SGD 3000 fee to reschedule. Contact support immediately.,1,en,parcel_delivery
"Tolong hantar SGD 750 ke nombor baru ini, dan pastikan maklumat anda untuk mengelakkan gangguan.",1,ms,fake_friend
Your order from overseas is held. Pay SGD 150 to proceed. Failure to act will result in permanent closure.,1,en,parcel_delivery
அவசர நிவாரண நிதி. SGD 500 நன்கொடை இன்று தேவை. நடவடிக்கை எடுக்காவிட்டால் நிரந்தரமாக மூடப்படும்.,1,ta,charity
Unauthorised fund movement on your OCBC account. Contact support immediately.,1,en,phishing
Official government notice: action required immediately. This is your final notice.,1,en,government_impersonation
"订单确认,支付500SGD的存款,即将释放货物.",1,zh,ecommerce
Exclusive investment group. SGD 300 entry. Guaranteed returns. Respond before midnight.,1,en,investment
ICA requires your documents for verification. Verify immediately.,1,en,government_impersonation
"独家投资集团,200SGD的入口,保证收益.",1,zh,investment
"புதிய எண், குடும்ப அவசரநிலை, SGD 3000 க்கு வரி வழியாக பரிமாற்றம்.",1,ta,fake_friend
Bayar SGD 500 untuk unit tahanan.,1,ms,rental
நீங்கள் 100 SGD பண பரிசுக்கு தேர்ந்தெடுக்கப்படுகிறீர்கள். உடனடி நடவடிக்கை தேவை.,1,ta,prize
"现在以2000SGD储备,24小时内回复.",1,zh,rental
"Bank makanan akan habis, berikan 1000 SGD untuk membantu keluarga, balas sebelum tengah malam.",1,ms,charity
"Tambahan cukai IRS yang terdapat di akaun anda, bayar SGD 5000 sekarang, balas dalam masa 24 jam.",1,ms,government_impersonation
"Hi Mum, it's me. Stuck overseas. Send SGD 3000 please. Do not ignore this message.",1,en,fake_friend
மலிவான வாடகை. எஸ்ஜிடி 5000 முன்பதிவு கட்டணத்தை இப்போது முன்பதிவு செய்ய மாற்றவும். உடனடியாக ஆதரவை தொடர்பு கொள்ளவும்.,1,ta,rental
你的CPF网络银行需要重新验证.,1,zh,bank_impersonation
"借款人,50SGD贷款人,利率低,不采取行动会导致永久关闭.",1,zh,loan
Landlord requires SGD 250 deposit via Facebook. Failure to act will result in permanent closure.,1,en,rental
"Oi WeChat has new part-time job, SGD 5000 daily, easy.",1,singlish,ecommerce
"Last unit at this price leh, pay SGD 100 to reserve.",1,singlish,government_impersonation
"您的订单已保留,请支付1000SGD,确认您的详细信息,以避免中断.",1,zh,parcel_delivery
你的Singpass电子钱包需要重新验证.,1,zh,bank_impersonation
"寄送者回收了包裹. 更新地址,支付SGD150.",1,zh,parcel_delivery
"IRAS say you owe tax leh, pay SGD 2000 or kena credit score impact.",1,singlish,rental
"Perintah dipastikan, bayar setoran SGD 250 untuk melepaskan barang, dan mengesahkan butiran anda untuk mengelakkan gangguan.",1,ms,ecommerce
வரி பணி பணி. கமிஷன் SGD 50 ஒரு பணி. 24 மணி நேரத்திற்குள் பதில்.,1,ta,job_scam
Dapatkan SGD 3000 setiap hari bekerja dari rumah.,1,ms,job_scam
您的POSB账户上未经授权的转账.,1,zh,phishing
Your CPF debit card is blocked. Verify identity to restore. Contact support immediately.,1,en,phishing
NTUC voucher SGD 150 unclaimed. Collect before it expires. Reply now to avoid penalty.,1,en,prize
房东需要通过线索存款200SGD.,1,zh,rental
"WhatsApp job sia, do task earn commission, SGD 3000 every day.",1,singlish,rental
"Hai ibu, saya di luar negara, kirim SGD 50 jika tidak bertindak akan menyebabkan penutupan kekal.",1,ms,fake_friend
Unauthorised access attempt on your Citibank account. Confirm your details to avoid disruption.,1,en,phishing
வாழ்த்துக்கள். 300 SGD வெகுமதி உங்களுக்காக காத்திருக்கிறது. பதிலளிக்காவிட்டால் சட்ட நடவடிக்கைகள் ஏற்படும்.,1,ta,prize
"Akses akaun CPF anda telah disekat, pastikan identiti anda pulih.",1,ms,phishing
Bilik yang tersedia dalam SG. Bayar deposit SGD 5000 segera. Klik pautan untuk menyelesaikan.,1,ms,rental
வரி பணி. வாரத்திற்கு 150 SGD கமிஷன். நள்ளிரவுக்கு முன் பதில்.,1,ta,job_scam
Emergency cash SGD 5000 disbursed within 1 hour. Immediate action required.,1,en,loan
Earn SGD 150 weekly working from home. Do not ignore this message.,1,en,job_scam
"Aiya so easy one, listing assistant job, earn SGD 5000 from home.",1,singlish,ecommerce
Tiada pengalaman diperlukan. penguji produk mendapat SGD 2000 setiap hari. Tindakan segera diperlukan.,1,ms,job_scam
தினமும் வீட்டில் இருந்து வேலை செய்து 1000 SGD சம்பாதித்து விடுங்கள்.,1,ta,job_scam
"Oi Telegram has new part-time job, SGD 100 every day, easy.",1,singlish,ecommerce
"我在麻烦中,现在需要150SGD,明天还钱,如果不做,会导致永久关闭.",1,zh,fake_friend
Bayar deposit SGD 300 segera.,1,ms,rental
产品测试员每天2000SGD.,1,zh,job_scam
Exclusive investment group. SGD 50 entry. Guaranteed returns. This is your final notice.,1,en,investment
"உரிமம் பெற்ற கடன் வழங்குநர், 500 SGD கடன், குறைந்த வட்டி, பதில் அளிக்காதது சட்ட நடவடிக்கைகளை ஏற்படுத்தும்.",1,ta,loan
"Last unit at this price leh, pay SGD 200 to reserve.",1,singlish,charity
"Room very cheap in Bishan, pay deposit SGD 50 first.",1,singlish,charity
"Parcel cannot deliver lah, pay SGD 2000 first.",1,singlish,job_scam
Lucky winner selected. Receive SGD 150 prize. Verify immediately.,1,en,prize
"Jualan saham terhad, transfer SGD 1000 segera, hubungi sokongan segera.",1,ms,ecommerce
"现在转换200SGD的预订费,现在回复,以避免罚款.",1,zh,rental
失去了我的手机. 请把2000SGD送给这个新号码.,1,zh,fake_friend
Dapatkan SGD 250 setiap tugas bekerja dari rumah.,1,ms,job_scam
ICA உங்கள் ஆவணங்களை சரிபார்ப்பு செய்ய வேண்டும். இந்த செய்தியை புறக்கணிக்க வேண்டாம்.,1,ta,government_impersonation
"Got social media assistant job available, SGD 200 daily, apply now lah.",1,singlish,parcel_delivery
"Wah this job very good sia, SGD 50 every day, from home.",1,singlish,rental
"Aiyoh POSB say got access attempt on your account, faster check.",1,singlish,fake_friend
没有要求的NTUC券SGD1500. 收取在到期之前.,1,zh,prize
Perbankan dalam talian OCBC anda memerlukan pengesahan semula.,1,ms,bank_impersonation
Urgent relief fund. SGD 3000 donation needed today. Failure to act will result in permanent closure.,1,en,charity
"Hi, changed number. This is me. Transfer SGD 5000 urgently. Immediate action required.",1,en,fake_friend
"Aiya try first lah, data entry clerk, earn SGD 750, no commitment.",1,singlish,job_scam
HDB அறை வாடகைக்கு. SGD 2000 தங்கி அலகு. நள்ளிரவுக்கு முன் பதில்.,1,ta,rental
Cheap deal available. Pay SGD 150 now to secure item. Verify immediately.,1,en,ecommerce
"Aiyoh cheap rental sia, SGD 150 deposit, confirm yours.",1,singlish,bank_impersonation
Package held at customs. SGD 1500 clearance fee required. Confirm your details to avoid disruption.,1,en,parcel_delivery
"வீட்டில் இருந்து வேலை செய்வதற்கு SGD 1500 சம்பாதித்து, உடனடியாக சரிபார்க்கவும்.",1,ta,job_scam
"Telegram task job, earn SGD 1500 per hour, very steady.",1,singlish,fake_friend
Order confirmed. Pay SGD 3000 deposit to release goods. Confirm your details to avoid disruption.,1,en,ecommerce
"Aiyoh help lah, SGD 300 only, change someone's life.",1,singlish,ecommerce
"送货失败,请支付300SGD,以释放包裹,确认详细信息,以避免干扰.",1,zh,parcel_delivery
Children's charity drive. Contribute SGD 50 via Instagram. Failure to act will result in permanent closure.,1,en,charity
Crypto scheme guarantees SGD 3000 returns weekly. Confirm your details to avoid disruption.,1,en,investment
NTUC voucher SGD 1000 unclaimed. Collect before it expires. Contact support immediately.,1,en,prize
கடன் காசோலை கடன் கிடைக்கவில்லை. SGD 500 இன்று பெறுங்கள். இந்த செய்தியை புறக்கணிக்க வேண்டாம்.,1,ta,loan
Tiada pengalaman diperlukan. penguji produk mendapat SGD 2000 setiap hari. Hubungi sokongan segera.,1,ms,job_scam
இன்ஸ்டாகிராம் பணி. தினசரி 200 SGD கமிஷன். 24 மணி நேரத்திற்குள் பதில்.,1,ta,job_scam
உங்கள் POSB டெபிட் கார்டு மறு சரிபார்ப்பு தேவை. செயற்படாதது நிரந்தரமாக மூடப்படும்.,1,ta,bank_impersonation
Your DBS online banking is blocked. Verify identity to restore. Act now.,1,en,phishing
Tuan rumah memerlukan deposit SGD 1000 melalui Telegram.,1,ms,rental
"Aiya don't waste lah, SGD 300 prize, just click.",1,singlish,phishing
"Aiyoh Singpass say got payment on your account, faster check.",1,singlish,rental
"Facebook job sia, do task earn commission, SGD 3000 per hour.",1,singlish,parcel_delivery
"Urgent relief leh, donate SGD 100 via Instagram.",1,singlish,phishing
"வணக்கம், எண் மாற்றப்பட்டது. நான். SGD 500 ஐ அவசரமாக மாற்றவும். உங்கள் விவரங்களை உறுதிப்படுத்தவும்.",1,ta,fake_friend
"Telegram task job, earn SGD 300 weekly, very steady.",1,singlish,prize
Berikan SGD 5000 untuk membantu mangsa bencana.,1,ms,charity
வீட்டில் இருந்து வேலை செய்வதற்கு SGD 200 சம்பாதிப்பது. உடனடி நடவடிக்கை தேவை.,1,ta,job_scam
"Wah limited stock leh, pay SGD 300 now to chope.",1,singlish,phishing
Tuan rumah memerlukan deposit SGD 50 melalui WhatsApp. Klik pautan untuk menyelesaikan.,1,ms,rental
உங்கள் Trust Bank கணக்கில் சந்தேகத்திற்குரிய பணத்தை திரும்பப் பெறுவது கண்டறியப்பட்டது. உடனடி நடவடிக்கை தேவை.,1,ta,phishing
Cancer patient needs SGD 1500 for treatment. Your account will be terminated.,1,en,charity
NTUC voucher SGD 1500 unclaimed. Collect before it expires. Contact support immediately.,1,en,prize
சந்தேகத்திற்குரிய பரிமாற்றம் உங்கள் OCBC கணக்கில் கண்டறியப்பட்டது. நள்ளிரவுக்கு முன் பதில்.,1,ta,phishing
"Got survey taker job available, SGD 500 daily, apply now lah.",1,singlish,parcel_delivery
"Oi WeChat has new part-time job, SGD 200 per session, easy.",1,singlish,phishing
Food bank running low. Donate SGD 500 to help families. Your account will be terminated.,1,en,charity
பேரழிவு பாதிக்கப்பட்டவர்களுக்கு உதவி செய்ய SGD 100 நன்கொடையாக. உடனடியாக ஆதரவு தொடர்பு.,1,ta,charity
"Permohonan pinjaman peribadi SGD 300, ambil sekarang.",1,ms,loan
Paket yang disimpan di kastam. Yuran pemasangan SGD 2000 diperlukan. Hubungi sokongan segera.,1,ms,parcel_delivery
"Nombor baru, kecemasan keluarga, transfer SGD 500 melalui Instagram.",1,ms,fake_friend
Tiada pengalaman diperlukan. Penolong senarai mendapat SGD 1500 setiap hari. Akaun anda akan dihentikan.,1,ms,job_scam
வரி பணி. தினமும் 2000 SGD கமிஷன். 24 மணி நேரத்திற்குள் பதில்.,1,ta,job_scam
"获奖者获奖SGD250奖金,立即联系支持.",1,zh,prize
"在线工作可用,每小时支付250SGD,保证.",1,zh,job_scam
Room available in SG. Pay SGD 1500 deposit immediately. Act now.,1,en,rental
"我在麻烦中,现在需要100SGD,明天还钱,确认详细信息,以避免干扰.",1,zh,fake_friend
Unauthorised transfer on your Citibank account. Verify immediately.,1,en,phishing
"Jualan saham terhad, transfer 100 SGD segera.",1,ms,ecommerce
"Paket anda tidak dapat dihantar, bayar bayaran SGD 2000 untuk penjadwal semula. Klik pautan untuk menyelesaikan.",1,ms,parcel_delivery
Seller requires SGD 250 deposit before shipping. Failure to act will result in permanent closure.,1,en,ecommerce
"Good room in Bishan, SGD 1500 only, transfer now.",1,singlish,ecommerce
NTUC வவுச்சர் SGD 300 கோரப்படாதது. அது காலாவதியாகும் முன் சேகரிக்கவும். உங்கள் அணுகல் திரும்பப் பெறப்படும்.,1,ta,prize
"你在幸运抽奖中赢得了1000SGD,现在就报价,24小时内回复.",1,zh,prize
"Passive income sia, SGD 2000 per weekly, just invest.",1,singlish,job_scam
Signal task job. Commission SGD 250 weekly. Verify immediately.,1,en,job_scam
"請將200SGD送到新號碼,在午夜之前回覆.",1,zh,fake_friend
Lucky winner selected. Receive SGD 5000 prize. Your account will be terminated.,1,en,prize
"Hi Mum, it's me. Stuck overseas. Send SGD 1000 please. Your access will be revoked.",1,en,fake_friend
Children's charity drive. Contribute SGD 500 via WhatsApp. Failure to act will result in permanent closure.,1,en,charity
Food bank running low. Donate SGD 300 to help families. Failure to act will result in permanent closure.,1,en,charity
Bayar SGD 150 untuk menghantar paket anda.,1,ms,parcel_delivery
Tahniah! hadiah SGD 150 menunggu anda. Klik pautan untuk menyelesaikan.,1,ms,prize
Online job available. SGD 1500 weekly payout guaranteed. Reply now to avoid penalty.,1,en,job_scam
"Hi Mum, it's me. Stuck overseas. Send SGD 5000 please. Do not ignore this message.",1,en,fake_friend
"請將250SGD送到新號碼,在24小時內回覆.",1,zh,fake_friend
உங்கள் HSBC மொபைல் பயன்பாடு தடுக்கப்பட்டுள்ளது. அடையாளத்தை சரிபார்க்கவும் மீட்டெடுக்க. நடவடிக்கை எடுக்காவிட்டால் நிரந்தரமாக மூடப்படும்.,1,ta,phishing
"HDB அறை வாடகைக்கு SGD 2000 செலுத்தவும், அலகு வைத்திருக்கவும் 24 மணி நேரத்திற்குள் பதில்.",1,ta,rental
உங்கள் POSB மின்னணு பணப்பை மீண்டும் சரிபார்ப்பு தேவை. நள்ளிரவுக்கு முன் பதிலளிக்கவும்.,1,ta,bank_impersonation
"Part-time job leh, work from home, earn SGD 5000 per shift.",1,singlish,ecommerce
அதிர்ஷ்டசாலி வெற்றியாளர் தேர்ந்தெடுக்கப்பட்டார் SGD 1500 பரிசு பெற உடனடியாக ஆதரவு தொடர்பு.,1,ta,prize
Transaksi mencurigakan di akaun Citibank anda.,1,ms,bank_impersonation
"Saya dalam masalah, perlukan 1000 SGD sekarang, akan membayar balik esok, hubungi sokongan segera.",1,ms,fake_friend
வாழ்த்துக்கள். SGD 100 வெகுமதி உங்களுக்காக காத்திருக்கிறது. பதிலளிக்காமல் இருப்பதால் சட்ட நடவடிக்கைகள் எடுக்கப்படும்.,1,ta,prize
நீங்கள் 5000 SGD பண பரிசுக்கு தேர்ந்தெடுக்கப்படுகிறீர்கள். 24 மணி நேரத்திற்குள் பதில் சொல்லுங்கள்.,1,ta,prize
SGD 250 வைப்பு உடனடியாக செலுத்தவும். இந்த செய்தியை புறக்கணிக்க வேண்டாம்.,1,ta,rental
您的POSB电子钱包需要重新验证.,1,zh,bank_impersonation
HSBC பாதுகாப்பு குழு அங்கீகரிக்கப்படாத அணுகலை கண்டறிந்தது. தண்டனை தவிர்க்க இப்போது பதிலளிக்கவும்.,1,ta,bank_impersonation
限额高收益基金. 最低2000SGD. 立即联系支持.,1,zh,investment
"今晚的闪电销售结束,付250SGD,即时查看.",1,zh,ecommerce
Your order from overseas is held. Pay SGD 500 to proceed. Immediate action required.,1,en,parcel_delivery
"Good room in Sengkang, SGD 50 only, transfer now.",1,singlish,ecommerce
Last unit at this price. Reserve with SGD 50 now. Respond before midnight.,1,en,rental
"现在回复,以避免罚款.",1,zh,rental
வீட்டில் இருந்து தினமும் 50 SGD சம்பாதிப்பது. செயற்படாதது நிரந்தரமாக மூடப்படும்.,1,ta,job_scam
No experience needed. content moderator earns SGD 50 daily. Failure to respond will result in legal action.,1,en,job_scam
"Aiya so easy one, data entry clerk job, earn SGD 750 from home.",1,singlish,investment
Your PayNow card services requires re-verification. Respond before midnight.,1,en,bank_impersonation
Children's charity drive. Contribute SGD 300 via Facebook. Do not ignore this message.,1,en,charity
Flash sale ends tonight. Pay SGD 1500 to lock in price. Your account will be terminated.,1,en,ecommerce
"It's me, in trouble. Need SGD 3000 now. Will repay tomorrow. Do not ignore this message.",1,en,fake_friend
"Line job sia, do task earn commission, SGD 100 per hour.",1,singlish,government_impersonation
没有经验. 产品测试员每天2000SGD.,1,zh,job_scam
"我在麻烦中,现在需要500SGD,明天还钱,午夜前回复.",1,zh,fake_friend
வரி பணி பணி. ஒரு மாசத்திற்கு 2000 SGD கமிஷன். உங்கள் அணுகல் திரும்பப் பெறப்படும்.,1,ta,job_scam
"நான் தான், சிக்கலில் இருக்கிறேன். 150 SGD தேவை இப்போது. நாளை திருப்பித் தருகிறேன். 24 மணி நேரத்திற்குள் பதில்.",1,ta,fake_friend
தொகுப்பு அனுப்புநருக்கு திருப்பி அனுப்பப்பட்டது. முகவரியை புதுப்பித்து SGD 2000 செலுத்துங்கள். தீர்க்க இணைப்பை கிளிக் செய்யவும்.,1,ta,parcel_delivery
"உரிமம் பெற்ற கடன் வழங்குநர், 50 SGD கடன், குறைந்த வட்டி, நடவடிக்கை எடுக்காவிட்டால் நிரந்தரமாக மூடப்படும்.",1,ta,loan
"Wah very urgent sia, donate SGD 300 to help families.",1,singlish,charity
"Signal job sia, do task earn commission, SGD 1000 per hour.",1,singlish,loan
"你在幸运抽奖中赢得了3000SGD,现在就声称,立即验证.",1,zh,prize
"Kumpulan pelaburan eksklusif, entri SGD 5000, pulangan dijamin, hubungi sokongan segera.",1,ms,investment
Order confirmed. Pay SGD 250 deposit to release goods. Your access will be revoked.,1,en,ecommerce
"Eh donate lah, SGD 5000 via Signal, very easy.",1,singlish,investment
Order confirmed. Pay SGD 200 deposit to release goods. Your access will be revoked.,1,en,ecommerce
உங்கள் கணக்கில் IRAS வரி வித்தியாசம் காணப்பட்டது. SGD 750 இப்போது செலுத்த. தண்டனை தவிர்க்க இப்போது பதில்.,1,ta,government_impersonation
"Tambahan cukai IRAS yang terdapat di akaun anda, bayar SGD 200 sekarang, balas sebelum tengah malam.",1,ms,government_impersonation
Delivery failed. Pay SGD 1000 to release your parcel. Failure to act will result in permanent closure.,1,en,parcel_delivery
Citibank alert: new device login attempt blocked. Confirm identity. Immediate action required.,1,en,bank_impersonation
Unauthorised fund movement on your Citibank account. Your account will be terminated.,1,en,phishing
பேரழிவு பாதிக்கப்பட்டவர்களுக்கு உதவி செய்ய 1000 SGD நன்கொடையாக வழங்கவும்.,1,ta,charity
Your HSBC account will be frozen unless you verify. Failure to respond will result in legal action.,1,en,bank_impersonation
Tuan rumah memerlukan deposit SGD 2000 melalui Telegram.,1,ms,rental
Exclusive investment group. SGD 5000 entry. Guaranteed returns. Contact support immediately.,1,en,investment
"Wah this job very good sia, SGD 750 weekly, from home.",1,singlish,government_impersonation
HDB room for rent. Pay SGD 250 to hold unit. Contact support immediately.,1,en,rental
Verify your identity with the government portal. Avoid blacklisting. Reply now to avoid penalty.,1,en,government_impersonation
"Pendapatan murah, transfer bayaran tempahan SGD 200 sekarang ke tempahan.",1,ms,rental
"Hi Mum, it's me. Stuck overseas. Send SGD 750 please. Click the link to resolve.",1,en,fake_friend
"Online job leh, SGD 3000 per task, no boss, work anytime.",1,singlish,prize
Kami akan menamatkan tugas kami di WeChat.,1,ms,job_scam
"No need experience one, just do product tester, earn SGD 150 daily.",1,singlish,parcel_delivery
信托银行警报:新设备登录尝试被阻止.确认身份.24小时内回复.,1,zh,bank_impersonation
"SGD 5000 உடன் தொடங்கி, தினமும் பாசிவ் வருமானம் சம்பாதிக்கவும். நள்ளிரவுக்கு முன் பதில் சொல்லுங்கள்.",1,ta,investment
"报价1500SGD,每周,立即检查.",1,zh,job_scam
"வணக்கம், எண் மாறிவிட்டது. நான். உடனடியாக SGD 300 ஐ மாற்றவும். பதிலளிக்காவிட்டால் சட்ட நடவடிக்கைகள் ஏற்படும்.",1,ta,fake_friend
Trust Bank எச்சரிக்கைஃ புதிய சாதன உள்நுழைவு முயற்சி தடுக்கப்பட்டது. அடையாளத்தை உறுதிப்படுத்தவும். உடனடியாக சரிபார்க்கவும்.,1,ta,bank_impersonation
Wang tunai kecemasan SGD 50 dibayar dalam masa satu jam.,1,ms,loan
"Aiyoh Maybank say got access attempt on your account, faster check.",1,singlish,rental
Urgent relief fund. SGD 750 donation needed today. Reply now to avoid penalty.,1,en,charity
Akaun POSB anda telah dibekukan.,1,ms,phishing
"Aiyoh Singpass say got login on your account, faster check.",1,singlish,parcel_delivery
"Wah this job very good sia, SGD 2000 per shift, from home.",1,singlish,ecommerce
Lucky winner selected. Receive SGD 1500 prize. Respond within 24 hours.,1,en,prize
"Wah selected as winner sia, SGD 1500, quick take.",1,singlish,fake_friend
"Room very cheap in Sengkang, pay deposit SGD 500 first.",1,singlish,fake_friend
கடன் காசோலை கடன் கிடைக்கவில்லை. SGD 250 இன்று பெற. உடனடியாக ஆதரவு தொடர்பு.,1,ta,loan
பகுதி நேர உள்ளடக்க மேனேஜர் அவசரமாக தேவை SGD 5000 ஒவ்வொரு நாளும் சம்பாதிக்க. நள்ளிரவுக்கு முன் பதில்.,1,ta,job_scam
You won SGD 3000 in the lucky draw. Claim now. This is your final notice.,1,en,prize
"送货失败,付出1500SGD,让你放出包裹.",1,zh,parcel_delivery
Your PayNow e-wallet requires re-verification. Failure to act will result in permanent closure.,1,en,bank_impersonation
Unauthorised fund movement on your Trust Bank account. This is your final notice.,1,en,phishing
"Penghantaran gagal, bayar SGD 200 untuk melepaskan paket anda.",1,ms,parcel_delivery
"Good room in Tampines, SGD 100 only, transfer now.",1,singlish,job_scam
நீங்கள் அதிர்ஷ்டசாலி டிராவில் 100 SGD வென்றீர்கள். இப்போது கோரிக்கை. இப்போது பதில் தண்டனை தவிர்க்க.,1,ta,prize
You are selected for a SGD 750 cash prize. Failure to respond will result in legal action.,1,en,prize
